Inches,Ram,Gpu,OpSys,Weight,Price_euros,CPU Manufacturer,CPU Series,CPU Model,CPU Clock Speed,Capacity,MemoryType,Laptop,Width,Height
13.3,8,Intel HD Graphics 620,Windows 10,0.81,1499.0,Intel,Intel Core,5,2.5,256GB,SSD,SamsungUltrabookNotebook 9,1920,1080
17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.43,2649.0,Intel,Intel Core,7,2.6,512GB,SSD,MSIGamingGS73VR Stealth,3840,2160
15.6,4,Intel HD Graphics,Chrome OS,2.2,209.0,Intel,Intel Celeron,3205U,1.5,16GB,SSD,AcerNotebookChromebook 15,1366,768
14.0,16,Intel HD Graphics 520,Windows 10,1.36,2499.0,Intel,Intel Core,7,2.6,512GB,SSD,Lenovo2 in 1 ConvertibleThinkPad X1,2560,1440
15.6,8,Nvidia Quadro M2200M,Windows 10,2.67,2090.0,Intel,Intel Core,7,2.9,256GB,SSD,LenovoNotebookThinkpad P51,1920,1080
17.3,6,Nvidia GeForce GTX 940MX,Windows 10,2.8,719.0,Intel,Intel Core,5,2.5,128GB,SSD,LenovoNotebookIdeaPad 320-17IKB,1600,900
15.6,4,AMD Radeon R5 M430,Windows 10,2.2,575.0,AMD,AMD A10-Series,10,2.5,128GB,SSD,AsusNotebookX555QG-DM242T (A10-9620P/4GB/1TB,1920,1080
15.6,4,Nvidia GeForce 920MX ,Windows 10,2.2,468.0,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebook320-15ISK (i3-6006U/4GB/1TB/GeForce,1920,1080
15.6,16,Nvidia GeForce MX150,No OS,1.95,1399.95,Intel,Intel Core,7,1.8,256GB,SSD,XiaomiNotebookMi Notebook,1920,1080
15.6,8,Intel HD Graphics 620,No OS,1.86,575.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebook250 G6,1920,1080
15.4,16,Intel Iris Pro Graphics,Mac OS X,2.04,2139.97,Intel,Intel Core,7,2.2,256GB,Flash Storage,AppleUltrabookMacBook Pro,2880,1800
15.6,12,Nvidia GeForce GT 940MX,Windows 10,2.26,1099.0,Intel,Intel Core,7,2.7,512GB,SSD,Asus2 in 1 ConvertibleZenBook Flip,1920,1080
13.3,16,Intel UHD Graphics 620,Windows 10,1.21,2499.0,Intel,Intel Core,7,1.8,1TB,SSD,DellUltrabookXPS 13,3840,2160
12.5,4,Intel HD Graphics 520,Windows 7,2.4,1599.0,Intel,Intel Core,5,2.3,128GB,SSD,HPNetbookElitebook 820,1366,768
15.6,4,Intel HD Graphics 620,Windows 10,2.4,499.0,Intel,Intel Core,3,2.4,1TB,HDD,AcerNotebookAspire E5-575,1920,1080
14.0,8,Intel HD Graphics 520,Windows 7,1.7,1499.0,Intel,Intel Core,7,2.6,256GB,SSD,LenovoUltrabookThinkPad T460,1920,1080
15.6,16,Nvidia GeForce GTX 1060,Windows 10,3.21,2051.0,Intel,Intel Core,5,2.5,128GB,SSD,DellGamingAlienware 15,1920,1080
15.6,6,Nvidia GeForce 920MX,Windows 10,2.4,695.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookIdeaPad 310-15IKB,1920,1080
13.3,8,AMD Radeon 530,Windows 10,1.4,931.88,Intel,Intel Core,7,1.8,256GB,SSD,DellUltrabookInspiron 5370,1920,1080
15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,846.5,Intel,Intel Core,5,2.5,1TB,HDD,HPNotebookProBook 450,1366,768
15.6,8,AMD Radeon 530,Windows 10,2.2,800.0,Intel,Intel Core,5,1.6,256GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1149.0,Intel,Intel Core,7,2.8,128GB,SSD,MSIGamingGL62M 7RDX,1920,1080
13.3,16,Intel HD Graphics 615,Windows 10,1.22,1899.0,Intel,Intel Core,7,1.3,512GB,SSD,Dell2 in 1 ConvertibleXPS 13,3200,1800
13.3,4,AMD Radeon 530,Windows 10,1.4,818.35,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookInspiron 5370,1920,1080
17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProbook 470,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.1,705.5,Intel,Intel Core,3,2.4,128GB,SSD,HPNotebookProBook 450,1920,1080
15.6,8,Nvidia GeForce GTX 960M,Windows 10,2.4,1229.0,Intel,Intel Core,7,2.6,128GB,SSD,MSIGamingGE62 Apache,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.1,1358.0,Intel,Intel Core,5,2.5,256GB,SSD,Asus2 in 1 ConvertibleZenBook Flip,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.49,960.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProbook 430,1920,1080
15.6,16,Nvidia GeForce 930M,Windows 10,2.4,1403.0,Intel,Intel Core,7,2.5,512GB,SSD,ToshibaNotebookTecra A50-C-21G,1920,1080
17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2749.99,Intel,Intel Core,7,2.7,256GB,SSD,LenovoGamingIdeaPad Y900-17ISK,1920,1080
15.6,6,AMD Radeon 530,Windows 10,2.1,529.0,AMD,AMD A12-Series,12,2.7,1TB,HDD,HPNotebook15-bw009nv (A12-9720P/6GB/1TB/Radeon,1920,1080
15.6,8,AMD Radeon R4 Graphics,Windows 10,1.91,445.9,AMD,AMD A6-Series,6,2.5,128GB,SSD,HPNotebook15-BW094nd (A6-9220/8GB/128GB/W10),1366,768
17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1187.0,Intel,Intel Core,7,2.8,1TB,HDD,AsusGamingFX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.3,418.64,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInspiron 3567,1366,768
15.6,8,Nvidia GeForce 940MX,Windows 10,1.9,1049.0,Intel,Intel Core,5,1.6,128GB,SSD,DellUltrabookInspiron 7570,1920,1080
15.6,2,Intel HD Graphics,Windows 10,2.2,379.0,Intel,Intel Celeron,3050,1.6,500GB,HDD,DellNotebookInspiron 3552,1366,768
17.3,8,AMD Radeon RX 580,Windows 10,3.2,1299.0,AMD,AMD Ryzen,1700,3.0,256GB,SSD,AsusGamingRog Strix,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.95,980.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProBook 640,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,1.85,414.9,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebookIdeapad 310-15ISK,1920,1080
14.0,4,Intel HD Graphics 400,Chrome OS,1.68,349.0,Intel,Intel Celeron,3060,1.6,32GB,Flash Storage,AcerNotebookChromebook 14,1366,768
15.6,8,AMD Radeon 520,Windows 10,2.13,767.8,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 3576,1920,1080
15.6,8,AMD Radeon R7 M465,Windows 10,1.84,1349.0,Intel,Intel Core,5,2.6,256GB,SSD,HPNotebookEliteBook 850,1920,1080
15.6,8,Intel HD Graphics 620,No OS,2.2,549.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookIdeaPad 320-15IKBN,1920,1080
15.6,6,Intel HD Graphics 620,Windows 10,2.1,479.0,Intel,Intel Core,3,2.4,1TB,HDD,AcerNotebookSpin 3,1920,1080
15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1479.0,Intel,Intel Core,7,2.8,256GB,SSD,DellGamingInspiron 7567,1920,1080
15.6,8,Nvidia GeForce GTX 960M,Windows 10,2.0,1299.0,Intel,Intel Core,7,2.7,256GB,SSD,AsusNotebookZenbook UX510UW-FI095T,3840,2160
17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.5,2349.0,Intel,Intel Core,7,2.7,128GB,SSD,MSIGamingGT80S 6QE,1920,1080
15.6,8,AMD Radeon 530,Windows 10,2.2,870.0,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,8,Nvidia Quadro M1200,Windows 10,2.67,1925.0,Intel,Intel Core,7,2.8,512GB,SSD,LenovoWorkstationThinkPad P51,1920,1080
15.6,16,Nvidia GeForce GTX 960M,Windows 10,2.72,1099.0,Intel,Intel Core,7,2.6,128GB,SSD,DellGamingInspiron 7559,3840,2160
17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,910.0,Intel,Intel Core,5,2.5,1TB,HDD,HPNotebookProBook 470,1600,900
15.6,8,Intel HD Graphics 620,Windows 10,2.2,739.0,Intel,Intel Core,5,2.5,1TB,HDD,FujitsuNotebookLifebook A557,1366,768
14.0,4,Intel HD Graphics 620,Windows 10,1.7,599.0,Intel,Intel Core,3,2.7,128GB,SSD,LenovoNotebookIdeaPad 320s-14IKB,1920,1080
11.6,4,Intel HD Graphics 500,Windows 10,1.25,349.0,Intel,Intel Celeron,3350,2.0,32GB,Flash Storage,Acer2 in 1 ConvertibleSpin SP111-31,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.54,1887.21,Intel,Intel Core,7,2.5,256GB,SSD,HPUltrabookEliteBook 840,1920,1080
15.6,4,Intel HD Graphics,Windows 10,2.2,369.0,Intel,Intel Pentium,3710,1.6,500GB,HDD,DellNotebookInspiron 3552,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,2.31,1124.0,Intel,Intel Core,5,2.6,256GB,SSD,HPNotebookProBook 650,1366,768
14.0,16,Intel HD Graphics 620,Windows 10,1.1,1900.0,Intel,Intel Core,7,2.7,512GB,SSD,AsusUltrabookZenBook 3,1920,1080
15.6,4,Nvidia GeForce 920MX,Windows 10,2.2,799.0,Intel,Intel Core,7,2.7,1TB,HDD,LenovoNotebookIdeaPad 320-15IKB,1920,1080
17.3,8,AMD Radeon R5 M330,Windows 10,3.0,659.0,Intel,Intel Core,5,2.3,1.0TB,HDD,LenovoNotebookIdeaPad 300-17ISK,1600,900
14.0,4,Intel HD Graphics 500,Windows 10,1.44,292.0,Intel,Intel Celeron,3350,1.1,32GB,Flash Storage,LenovoNotebookIdeaPad 120S-14IAP,1366,768
15.6,8,AMD Radeon R7 M445,Windows 10,2.5,784.0,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookInspiron 5567,1366,768
15.6,6,Nvidia GeForce 920MX,Windows 10,2.4,569.0,Intel,Intel Core,3,2.3,128GB,SSD,LenovoNotebookIdeaPad 310-15ISK,1920,1080
13.3,16,Intel UHD Graphics 620,Windows 10,1.29,2449.0,Intel,Intel Core,7,1.8,1TB,SSD,HP2 in 1 ConvertibleSpectre x360,3840,2160
14.0,8,Intel HD Graphics 620,Windows 10,1.42,2590.0,Intel,Intel Core,7,2.7,256GB,SSD,Lenovo2 in 1 ConvertibleThinkPad X1,2560,1440
15.6,4,Intel HD Graphics 520,Windows 10,2.18,558.6,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookVostro 3568,1366,768
15.6,4,Intel HD Graphics 500,Windows 10,2.0,304.0,Intel,Intel Pentium,4200,1.1,500GB,HDD,AsusNotebookX541NA-PD1003Y (N4200/4GB/500GB/W10),1366,768
15.6,8,Nvidia Quadro M620,Windows 10,2.06,1763.0,Intel,Intel Core,7,2.8,256GB,SSD,DellWorkstationPrecision 3520,1920,1080
13.3,8,Intel HD Graphics 515,Windows 10,1.2,729.0,Intel,Intel Core,6Y,0.9,512GB,SSD,AsusUltrabookZenBook UX305CA-UBM1,1920,1080
15.6,4,AMD Radeon R5,Windows 10,2.4,387.0,AMD,AMD A8-Series,8,2.2,500GB,HDD,AcerNotebookAspire ES1-523,1366,768
15.6,6,AMD Radeon 530,Windows 10,1.95,649.0,AMD,AMD A9-Series,9,3.0,256GB,SSD,HPNotebook15-cd005nv (A9-9420/6GB/256GB/Radeon,1920,1080
15.6,4,Intel HD Graphics 620,Linux,1.93,869.0,Intel,Intel Core,5,2.6,500GB,HDD,DellNotebookLatitude 5580,1366,768
17.3,16,AMD Radeon 530,Windows 10,2.8,1299.0,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 5770,1920,1080
15.6,16,Nvidia GeForce 940MX,Windows 10,2.3,2445.0,Intel,Intel Core,7,2.8,512GB,SSD,LenovoWorkstationThinkpad T570,3840,2160
17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2415.0,Intel,Intel Core,7,2.8,512GB,SSD,MSIGamingGE72MVR 7RG,1920,1080
13.3,16,Intel UHD Graphics 620,Windows 10,1.49,1197.0,Intel,Intel Core,7,1.8,512GB,SSD,HPNotebookProbook 430,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.5,1962.98,Intel,Intel Core,7,2.6,256GB,SSD,DellUltrabookLatitude E7470,2560,1440
15.6,8,AMD Radeon R5 M330,Windows 10,2.5,788.49,Intel,Intel Core,5,2.3,1.0TB,Hybrid,LenovoNotebookB51-80 (i5-6200U/8GB/1008GB/Radeon,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,1.84,1304.0,Intel,Intel Core,7,2.7,256GB,SSD,HPNotebookElitebook 850,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.62,839.0,Intel,Intel Core,7,1.8,1TB,HDD,Dell2 in 1 ConvertibleInspiron 5379,1920,1080
17.3,6,Nvidia GeForce 940MX,Windows 10,2.8,859.0,Intel,Intel Core,7,2.7,128GB,SSD,LenovoNotebookIdeaPad 320-17IKB,1600,900
17.3,8,Nvidia GeForce GTX 965M,Windows 10,2.6,1599.0,Intel,Intel Core,7,2.6,256GB,SSD,MSIGamingGS70 Stealth,1920,1080
11.6,4,Intel HD Graphics 400,Chrome OS,1.25,297.0,Intel,Intel Celeron,3060,1.6,32GB,Flash Storage,AcerNetbookChromebook C731-C78G,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,1.36,1427.0,Intel,Intel Core,5,2.6,256GB,SSD,DellNotebookLatitude 7480,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.3,469.01,Intel,Intel Core,3,2.4,1TB,HDD,DellNotebookInspiron 3567,1366,768
17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1168.0,Intel,Intel Core,7,2.8,128GB,SSD,AsusGamingFX753VD-GC007T (i7-7700HQ/8GB/1TB,1920,1080
17.3,4,Nvidia GeForce 920MX,Windows 10,2.8,530.0,Intel,Intel Pentium,3710,1.6,1TB,HDD,AsusNotebookX751SV-TY001T (N3710/4GB/1TB/GeForce,1600,900
15.6,12,AMD Radeon 530,Windows 10,2.2,949.0,AMD,AMD A12-Series,12,3.6,512GB,SSD,LenovoNotebookIdeaPad 320-15ABR,1920,1080
13.5,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,1799.0,Intel,Intel Core,7,2.5,256GB,SSD,MicrosoftUltrabookSurface Laptop,2256,1504
15.6,6,AMD Radeon 530,Windows 10,1.91,568.9,AMD,AMD A10-Series,10,2.5,128GB,SSD,HPNotebook15-bw007nv (A10-9620P/6GB/128GB/Radeon,1920,1080
13.9,16,Intel UHD Graphics 620,Windows 10,1.4,1849.0,Intel,Intel Core,7,1.8,512GB,SSD,Lenovo2 in 1 ConvertibleYoga 920-13IKB,3840,2160
15.6,16,Nvidia GeForce MX150,Windows 10,1.5,1262.0,Intel,Intel Core,7,1.8,256GB,SSD,AsusUltrabookVivoBook S15,1920,1080
15.6,6,AMD Radeon R5,Windows 10,2.1,409.0,AMD,AMD A9-Series,9,3.0,1TB,HDD,AcerNotebookAspire 3,1366,768
15.6,16,Intel UHD Graphics 620,Windows 10,2.1,1159.0,Intel,Intel Core,7,1.8,512GB,SSD,HPNotebookProBook 450,1920,1080
15.6,16,Nvidia Quadro M1200,Windows 10,2.8,3055.0,Intel,Intel Xeon,3,3.0,256GB,SSD,DellWorkstationPrecision 7520,3840,2160
14.0,8,Intel HD Graphics 630,Windows 10,1.7,1474.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookThinkpad T470p,1920,1080
12.5,8,Intel HD Graphics 515,Windows 10,1.09,3100.0,Intel,Intel Core,6Y,1.2,240GB,SSD,HPUltrabookElitebook Folio,3840,2160
17.3,12,Nvidia GeForce GTX 1050,Windows 10,2.2,1369.9,Intel,Intel Core,5,2.5,128GB,SSD,AsusGamingRog GL753VD-GC082T,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.8,1669.0,Intel,Intel Core,7,2.5,256GB,SSD,Lenovo2 in 1 ConvertibleThinkPad Yoga,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,0.98,1899.0,Intel,Intel Core,7,2.7,512GB,SSD,LGUltrabookGram 14Z970,1920,1080
14.0,4,Intel HD Graphics 500,Windows 10,1.6,329.0,Intel,Intel Celeron,3450,1.1,32GB,Flash Storage,AcerNotebookAspire 1,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.0,793.0,Intel,Intel Core,5,2.5,128GB,SSD,ToshibaNotebookSatellite Pro,1366,768
17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.0,938.0,Intel,Intel Core,5,2.5,128GB,SSD,AsusGamingFX753VD-GC086T (i5-7300HQ/8GB/1TB,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.8,1191.0,Intel,Intel Core,5,2.3,256GB,SSD,LenovoNotebookThinkpad T460p,1920,1080
15.6,8,Intel UHD Graphics 620,Windows 10,1.88,1096.16,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookLatitude 5590,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.32,1799.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoUltrabookThinkPad T470s,1920,1080
15.6,8,AMD Radeon 530,Windows 10,2.2,797.41,Intel,Intel Core,5,1.6,256GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,8,Nvidia GeForce 940MX,Windows 10,2.16,1262.0,Intel,Intel Core,7,1.8,512GB,SSD,DellNotebookInspiron 7570,1920,1080
15.6,16,Nvidia GeForce GTX 1060,Windows 10,2.4,1799.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGE63VR 7RE,1920,1080
13.3,4,Intel UHD Graphics 620,Windows 10,1.49,675.0,Intel,Intel Core,5,1.6,500GB,HDD,HPNotebookProBook 430,1920,1080
15.6,8,Nvidia GeForce 930M,Windows 10,2.2,1043.0,Intel,Intel Core,7,2.5,256GB,SSD,ToshibaNotebookSatellite Pro,1920,1080
15.6,6,AMD Radeon R5 M330,Windows 10,2.19,764.0,Intel,Intel Core,7,2.5,1TB,HDD,HPNotebook15-AC110nv (i7-6500U/6GB/1TB/Radeon,1366,768
14.0,4,Intel HD Graphics 520,Windows 10,1.6,735.87,Intel,Intel Core,3,2.0,128GB,SSD,DellNotebookVostro 5468,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,999.0,Intel,Intel Core,7,2.8,256GB,SSD,AsusGamingFX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,1920,1080
15.6,4,AMD Radeon R5 M430,Linux,2.2,485.0,Intel,Intel Core,3,2.0,256GB,SSD,DellNotebookInspiron 3567,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,1.9,1116.99,Intel,Intel Core,5,2.5,256GB,SSD,DellNotebookLatitude 5580,1920,1080
13.3,8,Intel HD Graphics 520,Windows 10,1.45,1280.0,Intel,Intel Core,7,2.5,256GB,SSD,AsusUltrabookZenBook UX310UA-WB71,1920,1080
15.6,4,Intel HD Graphics,Chrome OS,2.2,359.0,Intel,Intel Celeron,3205U,1.5,16GB,Flash Storage,AcerNotebookChromebook CB5-571-C1DZ,1920,1080
12.5,4,Intel HD Graphics 520,Windows 10,1.26,1579.0,Intel,Intel Core,5,2.3,500GB,HDD,HPUltrabookEliteBook 820,1920,1080
12.5,4,Intel HD Graphics 520,Windows 10,1.26,1244.0,Intel,Intel Core,5,2.3,256GB,SSD,HPUltrabookEliteBook 820,1366,768
13.3,8,Intel UHD Graphics 620,Windows 10,1.23,1869.0,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookXPS 13,3200,1800
15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,691.0,Intel,Intel Core,5,2.5,256GB,SSD,AcerNotebookAspire E5-576G,1920,1080
17.3,6,Nvidia GeForce GTX 940M,Windows 10,2.8,649.0,Intel,Intel Core,5,2.5,1TB,HDD,LenovoNotebookIdeaPad 320-17IKB,1600,900
14.0,4,Intel HD Graphics 520,Windows 10,1.8,638.0,Intel,Intel Core,7,2.5,128GB,SSD,Lenovo2 in 1 ConvertibleYoga 500-14ISK,1920,1080
15.6,8,Nvidia Quadro M1200,Windows 10,2.0,2135.0,Intel,Intel Core,7,2.7,256GB,SSD,DellWorkstationPrecision 5520,1920,1080
15.6,16,AMD Radeon R7 M445,Linux,2.36,899.0,Intel,Intel Core,7,2.7,256GB,SSD,DellNotebookInspiron 5567,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.44,881.0,Intel,Intel Core,5,2.5,128GB,SSD,LenovoNotebookThinkPad 13,1920,1080
17.3,8,Nvidia GeForce GTX 960M,Windows 10,3.52,1312.49,Intel,Intel Core,7,2.6,128GB,SSD,AsusGamingRog GL752VW-T4308T,1920,1080
15.6,4,Intel HD Graphics 505,No OS,2.2,359.99,Intel,Intel Pentium,4200,1.1,1TB,HDD,LenovoNotebookIdeaPad 320-15IAP,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,1.56,902.0,Intel,Intel Core,5,2.5,256GB,SSD,AcerNotebookTMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,1.84,1228.99,Intel,Intel Core,7,2.5,256GB,SSD,HPNotebookEliteBook 850,1920,1080
13.3,8,Intel Iris Plus Graphics 650,macOS,1.37,2040.0,Intel,Intel Core,5,3.1,512GB,SSD,AppleUltrabookMacBook Pro,2560,1600
15.6,8,Intel HD Graphics 620,Windows 10,1.9,945.0,Intel,Intel Core,5,2.5,128GB,SSD,DellNotebookLatitude 5580,1920,1080
14.0,4,Intel HD Graphics 400,Chrome OS,1.5,325.0,Intel,Intel Celeron,3160,1.6,16GB,Flash Storage,LenovoNotebookN42-20 Chromebook,1366,768
13.3,8,AMD Radeon 530,Windows 10,1.4,955.0,Intel,Intel Core,7,1.8,256GB,SSD,DellUltrabookInspiron 5370,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.25,1049.0,Intel,Intel Core,7,2.7,256GB,SSD,AsusUltrabookZenbook UX430UA,1920,1080
15.6,4,Intel HD Graphics 520,Linux,2.25,359.0,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInspiron 3567,1366,768
13.3,16,Intel UHD Graphics 620,Windows 10,1.2,1869.0,Intel,Intel Core,7,1.8,512GB,SSD,DellUltrabookXPS 13,3200,1800
15.6,4,Intel HD Graphics 520,Windows 10,2.07,910.0,Intel,Intel Core,5,2.3,500GB,HDD,HPNotebookProbook 450,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1027.74,Intel,Intel Core,5,2.5,256GB,SSD,MSIGamingGV62 7RD-1686NL,1920,1080
14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,1179.0,Intel,Intel Core,5,2.8,256GB,SSD,DellNotebookLatitude 5480,1920,1080
15.6,4,Intel HD Graphics 505,Windows 10,2.2,309.0,Intel,Intel Pentium,4200,1.1,1TB,HDD,LenovoNotebookIdeaPad 320-15IAP,1366,768
15.6,4,Intel HD Graphics 520,No OS,1.86,364.9,Intel,Intel Core,3,2.0,500GB,HDD,HPNotebook250 G6,1366,768
13.3,4,Intel HD Graphics 520,Windows 10,1.6,655.0,Intel,Intel Core,5,2.3,128GB,SSD,AcerNotebookTravelMate P238-M,1366,768
15.6,8,Intel UHD Graphics 620,Windows 10,2.02,855.0,Intel,Intel Core,7,1.8,128GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,4,AMD Radeon R5,Windows 10,2.1,395.0,AMD,AMD A9-Series,9,3.0,1TB,HDD,AcerNotebookAspire 3,1366,768
15.6,8,Intel HD Graphics 620,Windows 10,2.04,806.0,Intel,Intel Core,5,2.5,1TB,HDD,HPNotebookProbook 450,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.63,860.0,Intel,Intel Core,5,1.6,256GB,SSD,HPNotebookProBook 440,1920,1080
13.5,4,Intel HD Graphics 615,Windows 10 S,1.252,989.0,Intel,Intel Core,3,2.2,128GB,SSD,MicrosoftUltrabookSurface Laptop,2256,1504
14.0,8,Intel HD Graphics 520,Windows 10,1.17,1686.64,Intel,Intel Core,7,2.5,512GB,SSD,LenovoUltrabookThinkPad X1,2560,1440
15.6,4,Nvidia GeForce 920,Linux,2.1,519.0,Intel,Intel Core,5,2.5,1TB,HDD,AsusNotebookVivoBook Max,1920,1080
15.6,4,Intel HD Graphics 400,Windows 10,2.1,347.0,Intel,Intel Celeron,3060,1.6,500GB,HDD,HPNotebook15-ra044nv (N3060/4GB/500GB/W10),1366,768
15.6,4,Intel HD Graphics 520,No OS,1.9,450.0,Intel,Intel Core,3,2.0,500GB,HDD,LenovoNotebookV310-15ISK (i3-6006U/4GB/500GB/No,1366,768
12.5,4,Intel HD Graphics 620,Windows 10,1.26,1539.0,Intel,Intel Core,5,2.5,500GB,HDD,HPUltrabookEliteBook 820,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.8,2249.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGE73VR 7RF,1920,1080
15.6,4,AMD Radeon R5 M315,Windows 7,2.24,769.15,Intel,Intel Core,5,2.3,500GB,HDD,DellNotebookVostro 3559,1366,768
15.6,8,Intel HD Graphics 620,Windows 10,1.09,2299.0,Intel,Intel Core,7,1.8,512GB,SSD,LGUltrabookGram 15Z975,1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,2.2,459.0,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebookIdeaPad 310-15ISK,1366,768
13.5,8,Intel HD Graphics 620,Windows 10 S,1.252,1340.0,Intel,Intel Core,5,2.5,256GB,SSD,MicrosoftUltrabookSurface Laptop,2256,1504
15.6,8,Intel HD Graphics 405,No OS,2.2,329.0,Intel,Intel Celeron,3710,1.6,1TB,HDD,LenovoNotebookIdeaPad 110-15IBR,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,1.1,1135.0,Intel,Intel Core,5,2.5,256GB,SSD,AsusUltrabookZenbook 3,1920,1080
14.0,8,Intel HD Graphics 620,No OS,1.7,599.0,Intel,Intel Core,3,2.7,256GB,SSD,LenovoNotebookIdeaPad 520S-14IKB,1920,1080
15.6,4,AMD Radeon R5 M430,Linux,2.25,428.0,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInspiron 3567,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.13,2049.0,Intel,Intel Core,7,2.7,256GB,Flash Storage,LenovoUltrabookThinkPad X1,1920,1080
17.3,32,Nvidia GeForce GTX 1080,Windows 10,4.7,3890.0,Intel,Intel Core,7,2.9,512GB,SSD,AsusGamingROG G703VI-E5062T,1920,1080
15.6,8,Intel UHD Graphics 620,Windows 10,2.1,794.0,Intel,Intel Core,5,1.6,1TB,HDD,HPNotebookProBook 450,1920,1080
14.0,8,Intel UHD Graphics 620,Windows 10,1.25,1099.0,Intel,Intel Core,7,1.8,256GB,SSD,AsusUltrabookZenBook UX430UA,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.2,2599.0,Intel,Intel Core,7,2.8,256GB,SSD,AcerGamingPredator G9-793,1920,1080
